# suite	byond-canonical
# byond_version	516
# byond_build	1685
# system	unix
# runner_priority	normal
# clock	tick_usage
# stdout_binding	file
# source_commit	bf9dc55
# merged_runs	3
# merged_from	S1685_1\results-516.1685-unix.tsv S1685_2\results-516.1685-unix.tsv S1685_3\results-516.1685-unix.tsv
kind	id	category	name	value	unit	expected	status	res	notes
MEASURE	scheduler.waking_5000	scheduler	100 ticks with 5000 procs waking each tick	50000	us				n=3 min=50000 max=50000 spread=0%
ASSERT	view.filter_equivalence	view	cached-then-filtered and inline-typed return identical counts	1		1	PASS		n=3 PASS/PASS/PASS; 41 vs 41 mobs; without this the timing comparison is void
MEASURE	view.build_only	view	var/list/V = view(7,c)	210.9	us				n=3 min=208.8 max=211.3 spread=1%
MEASURE	view.build_then_filter	view	cache list, then for(mob in V)	245.6	us				n=3 min=243.6 max=246.6 spread=1%
MEASURE	view.inline_typed	view	for(mob in view(7,c))	27.1	us				n=3 min=27 max=27.2 spread=1%
MEASURE	view.inline_untyped	view	for(atom in view(7,c))	344.9	us				n=3 min=343.4 max=349.7 spread=2%
ASSERT	view.twopass_equivalence	view	cached and re-queried two-pass return identical counts	1		1	PASS		n=3 PASS/PASS/PASS; 441 vs 441
MEASURE	view.twopass_cached	view	cache list, two typed loops	366.3	us				n=3 min=366.2 max=367.8 spread=0%
MEASURE	view.twopass_requery	view	call view() twice inline	220.1	us				n=3 min=219.1 max=220.6 spread=1%
MEASURE	view.family_view	view	for(mob in view(7,c))	27.1	us				n=3 min=26.9 max=27.1 spread=1%
MEASURE	view.family_oview	view	for(mob in oview(7,c))	26.9	us				n=3 min=26.7 max=26.9 spread=1%
MEASURE	view.family_viewers	view	for(mob in viewers(7,c))	23.3	us				n=3 min=23.3 max=23.3 spread=0%
MEASURE	view.family_range	view	for(mob in range(7,c))	14.5	us				n=3 min=14.4 max=14.5 spread=1%
MEASURE	view.radius_1	view	for(mob in view(1,c))	1.81	us				n=3 min=1.49 max=1.89 spread=22%
MEASURE	view.radius_3	view	for(mob in view(3,c))	7.26	us				n=3 min=6.83 max=8.61 spread=25%
MEASURE	view.radius_5	view	for(mob in view(5,c))	18	us				n=3 min=17.9 max=18.1 spread=1%
MEASURE	view.radius_7	view	for(mob in view(7,c))	27	us				n=3 min=26.9 max=27 spread=0%
MEASURE	view.radius_10	view	for(mob in view(10,c))	39.2	us				n=3 min=39 max=39.3 spread=1%
ASSERT	view.radius_sweep_monotonic	view	view() cost rises with radius at every step	1		1	PASS		n=3 PASS/PASS/PASS; 1:1.89 3:8.61 5:18.08 7:27.04 10:39.19 us
MEASURE	view.clutter_0_raw	view	view(7) build with 0 extra objs	211.3	us				n=3 min=210.1 max=212.2 spread=1%
MEASURE	view.clutter_0_typed	view	typed loop with 0 extra objs	27.1	us				n=3 min=26.9 max=27.1 spread=1%
MEASURE	view.clutter_300_raw	view	view(7) build with 300 extra objs	417.5	us				n=3 min=415.2 max=419.7 spread=1%
MEASURE	view.clutter_300_typed	view	typed loop with 300 extra objs	30.1	us				n=3 min=29.8 max=30.3 spread=2%
MEASURE	view.clutter_1200_raw	view	view(7) build with 1200 extra objs	1421.7	us				n=3 min=1391.6 max=1423.9 spread=2%
MEASURE	view.clutter_1200_typed	view	typed loop with 1200 extra objs	40	us				n=3 min=40 max=40.4 spread=1%
MEASURE	view.clutter_2000_raw	view	view(7) build with 2000 extra objs	3111.3	us				n=3 min=3000.3 max=3113.6 spread=4%
MEASURE	view.clutter_2000_typed	view	typed loop with 2000 extra objs	53.1	us				n=3 min=52.5 max=53.8 spread=2%
ASSERT	view.typed_loop_skips_build	view	typed loop grows far less than raw view() as clutter rises	1		1	PASS		n=3 PASS/PASS/PASS; raw x14.7, typed x2 at 2667.37 atoms, 41 mobs
ASSERT	view.clutter_advantage_rises	view	the typed loop's advantage widens at every clutter level	1		1	PASS		n=3 PASS/PASS/PASS; 7.8x, 13.8x, 35.2x, 57.9x
ASSERT	view.same_operation_rows_agree	view	three rows timing the same typed view loop report the same cost	1		1	PASS		n=3 PASS/PASS/PASS; inline 27.2, family 27.07, clutter_0 27.08 us, ratio 1x
MEASURE	view.maintained_read	view	for(mob in a maintained list)	5.74	us				n=3 min=5.73 max=5.75 spread=0%
MEASURE	view.maintained_update	view	one remove plus one add on the list	0.25	us				n=3 min=0.25 max=0.26 spread=4%
ASSERT	view.maintained_equivalence	view	the maintained list iterates the same mobs the query returns	1		1	PASS		n=3 PASS/PASS/PASS; 41 from the list vs 41 from view(7)
MEASURE	view.maintained_moves_per_read	view	moves an atom may make between reads before the query wins	85.4	moves				n=3 min=83.7 max=85.5 spread=2%
MEASURE	view.range_with_opaque	view	for(mob in range(7,c)), 200 opaque	14.9	us				n=3 min=14.6 max=14.9 spread=2%
ASSERT	view.los_cost_is_unconditional	view	view() cost does not rise with opaque atom count	1		1	PASS		n=3 PASS/PASS/PASS; 27 us clear vs 14 us with 200 opaque
ASSERT	view.range_ignores_opacity	view	range() sees the same mobs whether or not they are occluded	1		1	PASS		n=3 PASS/PASS/PASS; range sees 41 mobs at 15 us with 200 opaque; view saw 41 with none and 2 with 200
ASSERT	view.occlusion_works	view	opaque atoms actually occlude	1		1	PASS		n=3 PASS/PASS/PASS; 41 mobs visible, 2 with 200 opaque
MEASURE	lists.in_n10	lists	needle in L, n=10, worst case	0.12	us				n=3 min=0.12 max=0.12 spread=0%
MEASURE	lists.assoc_n10	lists	A[needle], n=10	0.15	us				n=3 min=0.15 max=0.15 spread=0%
MEASURE	lists.find_n10	lists	L.Find(needle), n=10, worst case	0.26	us				n=3 min=0.26 max=0.26 spread=0%
MEASURE	lists.in_miss_n10	lists	needle in L, n=10, not present	0.12	us				n=3 min=0.12 max=0.12 spread=0%
MEASURE	lists.in_n50	lists	needle in L, n=50, worst case	0.22	us				n=3 min=0.22 max=0.22 spread=0%
MEASURE	lists.assoc_n50	lists	A[needle], n=50	0.17	us				n=3 min=0.16 max=0.17 spread=6%
MEASURE	lists.find_n50	lists	L.Find(needle), n=50, worst case	0.81	us				n=3 min=0.81 max=0.81 spread=0%
MEASURE	lists.in_miss_n50	lists	needle in L, n=50, not present	0.21	us				n=3 min=0.21 max=0.22 spread=5%
MEASURE	lists.in_n100	lists	needle in L, n=100, worst case	0.33	us				n=3 min=0.33 max=0.33 spread=0%
MEASURE	lists.assoc_n100	lists	A[needle], n=100	0.17	us				n=3 min=0.17 max=0.18 spread=6%
MEASURE	lists.find_n100	lists	L.Find(needle), n=100, worst case	1.48	us				n=3 min=1.48 max=1.48 spread=0%
MEASURE	lists.in_miss_n100	lists	needle in L, n=100, not present	0.33	us				n=3 min=0.33 max=0.33 spread=0%
MEASURE	lists.in_n500	lists	needle in L, n=500, worst case	1.24	us				n=3 min=1.24 max=1.24 spread=0%
MEASURE	lists.assoc_n500	lists	A[needle], n=500	0.19	us				n=3 min=0.19 max=0.2 spread=5%
MEASURE	lists.find_n500	lists	L.Find(needle), n=500, worst case	6.79	us				n=3 min=6.79 max=6.79 spread=0%
MEASURE	lists.in_miss_n500	lists	needle in L, n=500, not present	1.24	us				n=3 min=1.24 max=1.24 spread=0%
MEASURE	lists.in_n1000	lists	needle in L, n=1000, worst case	2.37	us				n=3 min=2.37 max=2.37 spread=0%
MEASURE	lists.assoc_n1000	lists	A[needle], n=1000	0.21	us				n=3 min=0.2 max=0.21 spread=5%
MEASURE	lists.find_n1000	lists	L.Find(needle), n=1000, worst case	13.4	us				n=3 min=13.4 max=13.4 spread=0%
MEASURE	lists.in_miss_n1000	lists	needle in L, n=1000, not present	2.37	us				n=3 min=2.37 max=2.37 spread=0%
MEASURE	lists.in_n5000	lists	needle in L, n=5000, worst case	11.5	us				n=3 min=11.5 max=11.5 spread=0%
MEASURE	lists.assoc_n5000	lists	A[needle], n=5000	0.23	us				n=3 min=0.23 max=0.23 spread=0%
MEASURE	lists.find_n5000	lists	L.Find(needle), n=5000, worst case	66.5	us				n=3 min=66.5 max=66.6 spread=0%
MEASURE	lists.in_miss_n5000	lists	needle in L, n=5000, not present	11.5	us				n=3 min=11.5 max=11.5 spread=0%
ASSERT	lists.find_costs_about_the_same_as_in	lists	L.Find() costs about what the equivalent `in` scan costs	0		1	FAIL		n=3 FAIL/FAIL/FAIL; Find 13.43 us vs in 2.37 us at n=1000, 5.66x; regressed in 516.1674
ASSERT	lists.in_scales_with_size	lists	linear search cost rises at every list size	1		1	PASS		n=3 PASS/PASS/PASS; 10:0.12 50:0.22 100:0.33 500:1.24 1000:2.37 5000:11.49 us
ASSERT	lists.assoc_stays_flat	lists	associative lookup does not scale with list size	1		1	PASS		n=3 PASS/PASS/PASS; 10:0.15 5000:0.23 us, against in at 5000 of 11.49
MEASURE	lists.build_plus	lists	L = list(); L += j  x100	12.8	us				n=3 min=12.7 max=13 spread=2%
MEASURE	lists.build_add	lists	L = list(); L.Add(j)  x100	19.2	us				n=3 min=19 max=19.2 spread=1%
MEASURE	lists.build_prealloc	lists	L = new(100); indexed assign x100	16.7	us				n=3 min=16.7 max=17 spread=2%
MEASURE	lists.copy_100	lists	L.Copy(), 100 elements	3.15	us				n=3 min=3.13 max=3.29 spread=5%
MEASURE	dispatch.istype	dispatch	istype(O, /obj/thing)	0.12	us				n=3 min=0.12 max=0.12 spread=0%
MEASURE	dispatch.type_eq	dispatch	O.type == /obj/thing	0.12	us				n=3 min=0.12 max=0.12 spread=0%
MEASURE	dispatch.bitfield	dispatch	O.flags & FLAG_A	0.11	us				n=3 min=0.11 max=0.11 spread=0%
MEASURE	dispatch.assoc_category	dispatch	O.cats assoc lookup	0.17	us				n=3 min=0.17 max=0.17 spread=0%
MEASURE	dispatch.locate_in_contents	dispatch	locate(type) in O, 1 item	0.18	us				n=3 min=0.18 max=0.18 spread=0%
MEASURE	dispatch.istype_d1	dispatch	istype, depth-1 hit, untyped var	0.12	us				n=3 min=0.12 max=0.12 spread=0%
MEASURE	dispatch.istype_d8	dispatch	istype, depth-8 exact hit	0.12	us				n=3 min=0.12 max=0.12 spread=0%
MEASURE	dispatch.istype_ancestor	dispatch	istype, depth-8 instance vs depth-1 ancestor	0.13	us				n=3 min=0.13 max=0.13 spread=0%
MEASURE	dispatch.istype_unrelated	dispatch	istype, unrelated-branch miss	0.14	us				n=3 min=0.13 max=0.14 spread=7%
MEASURE	dispatch.typesof_d1	dispatch	typesof, depth-1 mob type, 9 subtypes	0.46	us				n=3 min=0.46 max=0.46 spread=0%
MEASURE	dispatch.typesof_d8	dispatch	typesof, depth-8 mob type, 1 subtype	0.26	us				n=3 min=0.25 max=0.26 spread=4%
ASSERT	dispatch.istype_flat	dispatch	istype cost is flat across depth and relatedness	1		1	PASS		n=3 PASS/PASS/PASS; d1 0.119 d8 0.12 ancestor 0.131 unrelated 0.135 us/op
ASSERT	dispatch.typesof_control_scales	dispatch	typesof on a 9-subtype mob type outranks a 1-subtype one	1		1	PASS		n=3 PASS/PASS/PASS; d1 0.459 us/op vs d8 0.256 us/op
MEASURE	calls.global_proc	calls	GlobalProc(), empty	0.18	us				n=3 min=0.18 max=0.18 spread=0%
MEASURE	calls.datum_method	calls	D.Method(), empty	0.25	us				n=3 min=0.25 max=0.25 spread=0%
MEASURE	calls.datum_method_dot	calls	D.Method(), sets . = 1	0.3	us				n=3 min=0.3 max=0.3 spread=0%
MEASURE	vars.local	calls	acc += local_var	0.02	us				BASELINE_HEAVY; n=3 min=0.02 max=0.02 spread=0%
MEASURE	vars.global	calls	acc += global_var	0.02	us				BASELINE_HEAVY; n=3 min=0.02 max=0.02 spread=0%
MEASURE	vars.world_time	calls	acc += world.time	0.07	us				BASELINE_HEAVY; n=3 min=0.07 max=0.07 spread=0%
MEASURE	vars.datum	calls	acc += D.x	0.13	us				BASELINE_HEAVY; n=3 min=0.13 max=0.13 spread=0%
MEASURE	strings.embed	strings	s = embedded expression	0.35	us				n=3 min=0.35 max=0.35 spread=0%
MEASURE	strings.concat	strings	s = a + b	0.27	us				n=3 min=0.27 max=0.27 spread=0%
MEASURE	strings.num2text	strings	num2text(i)	0.58	us				n=3 min=0.57 max=0.58 spread=2%
MEASURE	strings.findtext	strings	findtext, 43-char haystack	0.38	us				n=3 min=0.38 max=0.38 spread=0%
MEASURE	alloc.datum	alloc	new /datum	0.25	us				n=3 min=0.25 max=0.25 spread=0%
MEASURE	alloc.datum_holder	alloc	new /datum/pc_holder	0.26	us				n=3 min=0.25 max=0.26 spread=4%
MEASURE	alloc.obj	alloc	new /obj	0.45	us				n=3 min=0.45 max=0.46 spread=2%
MEASURE	alloc.mob	alloc	new /mob	0.47	us				n=3 min=0.47 max=0.48 spread=2%
MEASURE	alloc.datum_30vars	alloc	new /datum/pc_vars30	0.25	us				n=3 min=0.25 max=0.25 spread=0%
MEASURE	alloc.datum_3lists	alloc	new /datum/pc_lists3	1.14	us				n=3 min=1.13 max=1.15 spread=2%
ASSERT	alloc.initialisers_cost_more_than_bare_vars	alloc	three list initialisers cost more per instance than thirty bare vars	1		1	PASS		n=3 PASS/PASS/PASS; plain 0.25, 30 bare vars 0.25, 3 list inits 1.13 us
MEASURE	movement.loc_assign	movement	M.loc = T	0.27	us				n=3 min=0.27 max=0.29 spread=7%
MEASURE	movement.move_proc	movement	M.Move(T)	2.11	us				n=3 min=2.1 max=2.25 spread=7%
MEASURE	movement.move_proc_overridden	movement	M.Move(T) with 4 overridden callbacks	3.4	us				n=3 min=3.37 max=3.52 spread=4%
ASSERT	movement.move_fires_callbacks	movement	Move() fires Enter, Exit, Entered and Exited	1		1	PASS		n=3 PASS/PASS/PASS; Enter=1000 Exit=1000 Entered=1000 Exited=1000 over 1000 moves
ASSERT	movement.loc_assign_skips_callbacks	movement	assigning loc fires none of them	0		0	PASS		n=3 PASS/PASS/PASS
ASSERT	io.file_write_does_not_yield	io	file write does not yield to the scheduler	1		1	PASS		n=3 PASS/PASS/PASS; world.time 395 before, 395 after 4000 writes
ASSERT	io.world_log_does_not_yield	io	world.log write does not yield to the scheduler	1		1	PASS		n=3 PASS/PASS/PASS; world.time 395 before, 395 after 20000 writes
MEASURE	io.file_write_short	io	file << 10-char line	8.45	us				n=3 min=8.4 max=8.47 spread=1%
MEASURE	io.file_write_long	io	file << 1000-char line	9.97	us				n=3 min=9.94 max=9.99 spread=1%
ASSERT	io.write_cost_is_per_call_not_per_byte	io	write cost is dominated by the call, not the payload	1		1	PASS		n=3 PASS/PASS/PASS; 8 us at 10 chars, 10 us at 1000 chars, 100x the data, medians of 3
ASSERT	io.long_write_not_cheaper_than_short	io	a 1000-char write does not cost less than a 10-char one	1		1	PASS		n=3 PASS/PASS/PASS; short 8 us, long 10 us, ratio 1.18x
MEASURE	io.world_log_short	io	world.log << 10-char line	1.92	us				n=3 min=1.92 max=1.93 spread=1%
ASSERT	io.world_log_cheaper_than_file	io	world.log is materially cheaper than a direct file write	1		1	PASS		n=3 PASS/PASS/PASS; world.log 2 us vs file 8 us, 4.4x
MEASURE	io.file_write_interpolated	io	file << line with one embedded value	9.16	us				n=3 min=9.13 max=9.17 spread=0%
ASSERT	io.logging_does_not_perturb	io	a burst of writes does not shift a following measurement	1		1	PASS		n=3 PASS/PASS/PASS; control 0.151 us, own drift 0, after 500 file writes 0.151, after 500 world.log 0.151
MEASURE	calls.user_0args	calls	user proc, 0 args	0.18	us				n=3 min=0.18 max=0.18 spread=0%
MEASURE	calls.user_1arg	calls	user proc, 1 arg	0.2	us				n=3 min=0.2 max=0.21 spread=5%
MEASURE	calls.user_4args	calls	user proc, 4 args	0.28	us				n=3 min=0.28 max=0.28 spread=0%
MEASURE	calls.user_8args	calls	user proc, 8 args	0.39	us				n=3 min=0.39 max=0.39 spread=0%
ASSERT	calls.args_are_copied	calls	call cost rises with argument count	1		1	PASS		n=3 PASS/PASS/PASS; 0 args 0.179 us, 8 args 0.389 us
MEASURE	calls.builtin_abs	calls	abs(x), hard builtin	0.03	us				n=3 min=0.03 max=0.03 spread=0%
MEASURE	calls.builtin_max	calls	max(a,b), hard builtin	0.08	us				n=3 min=0.08 max=0.09 spread=12%
ASSERT	calls.hard_builtin_cheaper_than_user	calls	a hard-called builtin costs less than a user-defined proc	1		1	PASS		n=3 PASS/PASS/PASS; abs() 0.026 us vs 1-arg user proc 0.205 us
MEASURE	calls.builtin_vector_dot	calls	vector.Dot(), soft-called builtin	0.12	us				n=3 min=0.12 max=0.13 spread=8%
ASSERT	calls.soft_builtin_above_hard	calls	a soft-called builtin costs more than a hard-called one	1		1	PASS		n=3 PASS/PASS/PASS; Dot() 0.127 us vs abs() 0.026 us, user proc 0.205 us
MEASURE	calls.hard_vs_user_ratio	calls	user proc cost divided by hard builtin cost	7.97	x				n=3 min=7.8 max=8.04 spread=3%
MEASURE	profiler.call_cost_off	profiler	user proc call, profiler off	0.24	us				n=3 min=0.24 max=0.24 spread=0%
MEASURE	profiler.call_cost_on	profiler	user proc call, profiler on	2.71	us				n=3 min=2.71 max=2.72 spread=0%
MEASURE	profiler.call_cost_after	profiler	user proc call, profiler stopped again	0.24	us				n=3 min=0.24 max=0.24 spread=0%
MEASURE	profiler.overhead_multiple	profiler	profiled cost divided by unprofiled	11.4	x				n=3 min=11.34 max=11.35 spread=0%
ASSERT	profiler.perturbs_measurements	profiler	enabling the profiler measurably changes call cost	1		1	PASS		n=3 PASS/PASS/PASS; off 0.239 us, on 2.716 us, off again 0.239 us
ASSERT	profiler.overhead_is_reversible	profiler	stopping the profiler restores the original cost	1		1	PASS		n=3 PASS/PASS/PASS; 0.239 us before, 0.239 us after stopping, profiled 2.716, medians of 3
ASSERT	profiler.returns_data	profiler	Profile() returns a populated list	1		1	PASS		n=3 PASS/PASS/PASS; 12 entries
MEASURE	profiler.columns	profiler	column names	name/self/total/real/over/calls	names				n=3
MEASURE	xcheck.timer_cheap	xcheck	XV_Cheap, an empty proc	0.21	us				n=3 min=0.21 max=0.21 spread=0%
MEASURE	xcheck.timer_medium	xcheck	XV_Medium by this framework	0.28	us				n=3 min=0.27 max=0.28 spread=4%
MEASURE	xcheck.timer_heavy	xcheck	XV_Heavy by this framework	0.76	us				n=3 min=0.76 max=0.76 spread=0%
MEASURE	xcheck.profiler_cheap	xcheck	XV_Cheap self time	8.11	s-total				n=3 min=8.1 max=8.13 spread=0%
MEASURE	xcheck.profiler_medium	xcheck	XV_Medium self time	7.93	s-total				n=3 min=7.89 max=7.93 spread=1%
MEASURE	xcheck.profiler_heavy	xcheck	XV_Heavy self time	2.89	s-total				n=3 min=2.87 max=2.9 spread=1%
ASSERT	xcheck.profiler_found_our_procs	xcheck	world.Profile reported the procs we called	1		1	PASS		n=3 PASS/PASS/PASS; cheap=8.10995 medium=7.89059 heavy=2.90036
ASSERT	xcheck.instruments_agree_on_order	xcheck	both instruments rank the three procs the same way	1		1	PASS		n=3 PASS/PASS/PASS; timer 0.208/0.277/0.759 us, profiler per call 1e-06/1e-06/1e-06
MEASURE	xcheck.ratio_timer	xcheck	heavy/medium work by this framework	8.12	x				n=3 min=7.93 max=8.22 spread=4%
MEASURE	xcheck.ratio_profiler	xcheck	heavy/medium work by world.Profile	9.3	x				n=3 min=8.8 max=9.72 spread=10%

# passed	58
# failed	1
# unstable	0
# measured	118
# wide_spread	0
# result	FAIL
